label,r,poly_disc_abs,nfdisc_abs,scoring_disc,coeffs
24T1,24,35558033938142283124803307725049151827494403351191681740972775117850765896390736654167772551122417,2296127442650479958000916502307873630417,nfdisc,"1,8,-76,-214,1370,2302,-9753,-11047,34507,26654,-67445,-34634,75800,25292,-49508,-10883,18986,2783,-4276,-411,550,32,-37,-1,1"
24T1,24,153269993256891697197223994160975925055765416725695689990938955876074771729044907266038029209128927232,329123002999201416128761938882499016916992,nfdisc,"8,0,-384,0,4640,0,-25504,0,75464,0,-128416,0,128408,0,-75632,0,26378,0,-5440,0,644,0,-40,0,1"
24T1,24,18322954771653089854169053873441296590102966160095010835168766762962326171382030783920661190393701759322463330993,128028748427622359924863503266793533356497,nfdisc,"1,-12,-90,424,1995,-4968,-18724,24507,83349,-56140,-185646,62388,211167,-36012,-126369,10764,41631,-1692,-7783,132,819,-4,-45,0,1"
24T1,24,724196348558587288030682315058861106527993735931161835739222461949576989344377355047953179456774873057708622963802112,18351423083070806589199715754737431920771072,nfdisc,"8,0,-576,0,8592,0,-54976,0,183060,0,-336864,0,341336,0,-184752,0,55620,0,-9584,0,936,0,-48,0,1"
24T1,24,290161856556197156339922713854932590728079099386290884442522253134018696338407943776922799526524122535336950458571473294873,4963064143419831996986398968091856144361331873,nfdisc,"1,6,-298,-1872,10541,16749,-82152,-62318,264241,124640,-410227,-136069,345815,82706,-168896,-28796,49149,5845,-8543,-677,861,41,-46,-1,1"
24T1,24,206623869012295619818265994886836292240756863397305310962498505074543089951261404145532453246710847463670170422787048820736786432,1486465269728735333725176976133731985582456832,nfdisc,"648,0,-15552,0,115344,0,-395712,0,737748,0,-807840,0,542232,0,-227664,0,59940,0,-9744,0,936,0,-48,0,1"
24T1,24,483356421922976932076447593922161174923278588013091522326857204684285730746539079276986548879135926046316753251045126492802940116257,3818394883372513796526550449284140338753741561897,nfdisc,"-136217,-1561389,-5823958,-6667061,9434735,30078720,14798722,-28704066,-36699395,199317,22903362,10129791,-4976758,-4718726,-76005,909918,190055,-83107,-29841,3352,2080,-29,-71,-1,1"
24T1,24,326855282418256264565255891630254964510912108957631673133681792944870589987179896046972976012604516126619092346747528351796347294521245046363488596921577,45974920386302621489514295371768554558532497,nfdisc,"-307,417,37133,-93592,-236349,737208,378789,-1994333,1574,2610189,-478385,-1920029,474876,853425,-220835,-235712,58160,40211,-9167,-4070,863,222,-45,-5,1"
24T1,24,12010336036076342717629355776333590165314367904906100372826919954940068416246595691664908668325406158885426259719243153366045030327939762627859910473285632,790224330201082600125157415256880139617697792,nfdisc,"19208,0,-307328,0,1613472,0,-4006240,0,5419400,0,-4313568,0,2124248,0,-665616,0,133770,0,-17024,0,1316,0,-56,0,1"
24T1,24,1092106398613271967830104358568928817189644913476808676347951511636440666301436082846105230374187539750985292558350747903652948247239656019772159691379965952,6589966906506961482901542164675154259132547072,nfdisc,"961,-10912,6920,187912,-410504,-496600,1861164,-30664,-3185590,1258912,2691436,-1565456,-1254214,896744,333348,-286368,-47961,53592,2656,-5808,162,336,-28,-8,1"
24T2,0,304383340063522342681884765625,304383340063522342681884765625,nfdisc,"1,-1,0,0,0,1,-1,1,-1,0,1,-1,1,-1,1,0,-1,1,-1,1,0,0,0,-1,1"
24T2,0,572565594852444156646728515625,572565594852444156646728515625,nfdisc,"1,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,1"
24T2,0,1706902865139206151939937338729,1706902865139206151939937338729,nfdisc,"1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1"
24T2,0,53885714612646242347927893704704,53885714612646242347927893704704,nfdisc,"1,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,-1,0,1"
24T2,0,5106705043047168064000000000000000000,5106705043047168064000000000000000000,nfdisc,"1,0,144,0,2556,0,12278,0,28468,0,38377,0,32745,0,18427,0,6936,0,1729,0,274,0,25,0,1"
24T2,0,9606056659007943744000000000000000000,9606056659007943744000000000000000000,nfdisc,"1,0,216,0,2250,0,9393,0,21087,0,28743,0,25298,0,14823,0,5832,0,1521,0,252,0,24,0,1"
24T2,0,28637078059459331679625147758321598464,28637078059459331679625147758321598464,nfdisc,"1,0,168,0,2198,0,10815,0,26365,0,36841,0,32111,0,18277,0,6917,0,1728,0,274,0,25,0,1"
24T2,0,376808323956052112639025409344139165696,376808323956052112639025409344139165696,nfdisc,"1,0,96,0,1400,0,7344,0,18646,0,27104,0,24648,0,14672,0,5813,0,1520,0,252,0,24,0,1"
24T2,0,708801874985091845381344307009569161216,708801874985091845381344307009569161216,nfdisc,"1,0,144,0,1716,0,8008,0,19305,0,27456,0,24752,0,14688,0,5814,0,1520,0,252,0,24,0,1"
24T2,0,904052273370722339459533425108859224064,904052273370722339459533425108859224064,nfdisc,"1,0,84,0,1141,0,5936,0,15622,0,23792,0,22580,0,13904,0,5645,0,1500,0,251,0,24,0,1"
24T2,24,161761786626698377317203521728515625,161761786626698377317203521728515625,nfdisc,"1,32,-64,-528,784,3142,-4088,-9189,11034,15333,-17391,-15810,17187,10506,-11067,-4573,4709,1294,-1312,-229,230,23,-23,-1,1"
24T2,24,5106705043047168064000000000000000000,5106705043047168064000000000000000000,nfdisc,"1,0,-48,0,628,0,-3498,0,10032,0,-16511,0,16757,0,-10949,0,4692,0,-1311,0,230,0,-23,0,1"
24T2,24,9606056659007943744000000000000000000,9606056659007943744000000000000000000,nfdisc,"1,0,-72,0,1182,0,-6623,0,17523,0,-26169,0,24206,0,-14553,0,5796,0,-1519,0,252,0,-24,0,1"
24T2,24,12252192985362453861836887359619140625,12252192985362453861836887359619140625,nfdisc,"1,-12,-180,-101,2085,1802,-9126,-7168,20886,13653,-28667,-15001,25284,10282,-14822,-4540,5832,1292,-1521,-229,252,23,-24,-1,1"
24T2,24,28637078059459331679625147758321598464,28637078059459331679625147758321598464,nfdisc,"1,0,-56,0,770,0,-4081,0,11033,0,-17391,0,17187,0,-11067,0,4709,0,-1312,0,230,0,-23,0,1"
24T2,24,376808323956052112639025409344139165696,376808323956052112639025409344139165696,nfdisc,"1,0,-96,0,1400,0,-7344,0,18646,0,-27104,0,24648,0,-14672,0,5813,0,-1520,0,252,0,-24,0,1"
24T2,24,708801874985091845381344307009569161216,708801874985091845381344307009569161216,nfdisc,"1,0,-144,0,1716,0,-8008,0,19305,0,-27456,0,24752,0,-14688,0,5814,0,-1520,0,252,0,-24,0,1"
24T2,24,904052273370722339459533425108859224064,904052273370722339459533425108859224064,nfdisc,"1,0,-84,0,1141,0,-5936,0,15622,0,-23792,0,22580,0,-13904,0,5645,0,-1500,0,251,0,-24,0,1"
24T2,24,1893477246776353721131773642791408948007242676458667537644608773660413163370431636729,23625732780601523194146716007291709307529,nfdisc,"-1637,29791,-132814,-126019,917347,263680,-2428857,-478213,3225818,558933,-2479197,-384994,1192333,161504,-374199,-42539,77894,7071,-10671,-720,925,41,-46,-1,1"
24T2,24,1062237487913807634806189701932511135467941689000912528998373658961178499768936147451904,745847651984759106951118544005807948693504,nfdisc,"1,0,-98889,0,678097,0,-1806745,0,2461345,0,-1959913,0,980849,0,-320569,0,69377,0,-9849,0,881,0,-45,0,1"
24T3,0,711435861303500483618465120256,711435861303500483618465120256,nfdisc,"1,0,1,0,0,0,-1,0,-1,0,0,0,1,0,0,0,-1,0,-1,0,0,0,1,0,1"
24T3,0,22459526297810799636782730182656,22459526297810799636782730182656,nfdisc,"1,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,1"
24T3,0,42247883974617233597120303333376,42247883974617233597120303333376,nfdisc,"1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1"
24T3,0,11935913115234869169771450911000887296,11935913115234869169771450911000887296,nfdisc,"1,0,192,0,2416,0,10528,0,23540,0,31448,0,27026,0,15488,0,5984,0,1540,0,253,0,24,0,1"
24T3,0,1792445751157575791030106275329198003501523570463435722067874153762816000000000000,77844331621911754501328896000000000000,nfdisc,"1,0,63,0,931,0,5922,0,19363,0,36003,0,40285,0,27783,0,11783,0,2997,0,436,0,33,0,1"
24T3,0,140962586978198984386093897158206549839313287975605932055566939626164441000000000000,10352754344108696148301025390625,nfdisc,"1,1,-1,-4,-4,4,17,-12,-46,-43,44,188,189,-188,44,43,-46,12,17,-4,-4,4,-1,-1,1"
24T3,0,917093951782757917918386509620313135608063257281093127400738718237065216000000000000,5483282787551464755073908736000000000000,nfdisc,"1,0,72,0,1178,0,8064,0,27359,0,51204,0,56580,0,38064,0,15587,0,3780,0,515,0,36,0,1"
24T3,0,1099379798457866680448824705750380571841487441928398074269890156999479296000000000000,326829122755018756096000000000000,nfdisc,"1,0,-3,0,8,0,-21,0,55,0,-144,0,377,0,-144,0,55,0,-21,0,8,0,-3,0,1"
24T3,0,3743820979575901454185987128506843438628579763251937681233270328793235456000000000000,614787626176508399616000000000000,nfdisc,"1,0,0,0,0,0,-18,0,0,0,0,0,323,0,0,0,0,0,-18,0,0,0,0,0,1"
24T3,0,1115136600172879167156538846563458685370197895707503760823581230524428128256000000000000,173690395826049922758414336000000000000,nfdisc,"1,0,144,0,3340,0,23940,0,73968,0,121719,0,117270,0,68568,0,24338,0,5124,0,617,0,39,0,1"
24T3,24,11935913115234869169771450911000887296,11935913115234869169771450911000887296,nfdisc,"1,0,-192,0,2416,0,-10528,0,23540,0,-31448,0,27026,0,-15488,0,5984,0,-1540,0,253,0,-24,0,1"
24T3,24,88870732013102757400630430188755040608503282452321203590296822829223936000000000000,173690395826049922758414336000000000000,nfdisc,"1,0,-48,0,676,0,-4284,0,14404,0,-28065,0,33158,0,-24144,0,10762,0,-2856,0,429,0,-33,0,1"
24T3,24,917093951782757917918386509620313135608063257281093127400738718237065216000000000000,5483282787551464755073908736000000000000,nfdisc,"1,0,-72,0,1178,0,-8064,0,27359,0,-51204,0,56580,0,-38064,0,15587,0,-3780,0,515,0,-36,0,1"
24T3,24,12165480848386254980843758353772089137020845597203304956129965558086588340025023266816000000000000,10314424798490535546171949056000000000000,nfdisc,"1,0,-108,0,2031,0,-13356,0,41787,0,-71748,0,72860,0,-45252,0,17259,0,-3960,0,522,0,-36,0,1"
24T3,24,1136715018641170209621823635178372689864578791873115102255890211923444749712823044864852623360000000000000000,2842902036759822785826709485048977839620096,nfdisc,"1,0,-84,0,1421,0,-10248,0,38326,0,-80624,0,98672,0,-70364,0,28541,0,-6348,0,751,0,-44,0,1"
24T3,24,865943852886117845753456670140070485684426283788445806026088639939674698848954957208924832583909376000000000000,2914041287899137980901233132568576000000000000,nfdisc,"63001,0,-1101624,0,4169767,0,-7286672,0,7238489,0,-4507048,0,1852775,0,-515872,0,97817,0,-12440,0,1015,0,-48,0,1"
24T3,24,459937284689814916724056454446351255250389382884472274875040339114028032854328078104166137856000000000000000000000000,584765095727202524261848444985494864920576,nfdisc,"12321,0,-349056,0,1836144,0,-4142208,0,4952232,0,-3515496,0,1584175,0,-470016,0,93024,0,-12160,0,1008,0,-48,0,1"
24T3,24,2691833549584928021362646551687571176959333972139371881185697710093868531887425589114083595168560564950625000000000000000000000000,2345408414310250677853310000857932438234464256,nfdisc,"-311,1510,7456,-37508,-46478,249870,141837,-723542,-198395,1109346,98897,-973460,31692,508940,-57854,-160712,27017,30294,-6186,-3266,743,182,-44,-4,1"
24T3,24,1318337261898711498425166402600905204284621894375570305455065864291857327338867438117974246733905875143087715263570549435006976000000000000,1213678170720174086172941746176000000000000,nfdisc,"-71,8,7268,-32416,-20659,256140,-38392,-754148,227222,1122784,-373060,-953268,313058,486264,-152682,-151340,45125,28412,-8076,-3088,841,176,-46,-4,1"
24T3,24,285460955221515409995777065288323277094229050802656868485995965720740360912154320594015987523466115253084893606879875253260297175040000000000000000,318850382323350546437443158016000000000000,nfdisc,"911,1726,-27489,-58298,217735,409504,-783374,-1092822,1510749,1416876,-1628973,-1028288,1033099,447758,-399777,-120166,95781,19766,-14059,-1912,1210,98,-55,-2,1"
24T4,0,5928408021718045967044386644525828230736624916583166438922493783969465236455424,6379216874865826608432098763086122450944,nfdisc,"9,0,216,0,1944,0,8964,0,23994,0,39636,0,41580,0,27900,0,11853,0,3096,0,468,0,36,0,1"
24T4,0,130515133040389508888548626617540945140804262860371386259717950557668321874098239977948457195252854107845222946587599167556310492374068968087603657867640858919283589789200808030966483968465033467375701623235491659776,60801026708173312781380385077689114892959744,nfdisc,"3678121,-8442256,13166192,-8825560,4908700,-1312864,2096640,-2677136,2182695,-1252576,729528,-533200,419642,-251688,126492,-62720,33008,-15664,6616,-2368,750,-200,48,-8,1"
24T4,0,2702235601750170855706546283819218198900214764395927095937114191851987966506921464928647484188976596264220091770151549804200581400106593444418247688736483848797591823243768682783693037252957211053375425640456429909074712858718197405674635264,1217407322603580617718639661928447146045476962304,nfdisc,"31054921,82210736,174612144,189703064,155603964,66159088,3661744,-19426832,-10530361,-1769248,2627880,944976,106346,-282680,13308,-13616,19248,-5392,2280,-1328,430,-104,32,-8,1"
24T4,24,5928408021718045967044386644525828230736624916583166438922493783969465236455424,6379216874865826608432098763086122450944,nfdisc,"9,0,-216,0,1944,0,-8964,0,23994,0,-39636,0,41580,0,-27900,0,11853,0,-3096,0,468,0,-36,0,1"
24T4,24,393395863787004384404798678848209701564894943908500222195845501816268076334323196370957798347044254435259972734724328275736567843805363961856,60801026708173312781380385077689114892959744,nfdisc,"-71,-928,4040,33128,-104924,-195232,591816,426160,-1420137,-321856,1740480,-92848,-1153342,266424,414204,-147968,-78904,38144,7000,-5056,-90,328,-24,-8,1"
24T4,24,37669394168948420068771250936551747037634296946650108517839375955174138805797624606852240466069522174452898307558681571810676728240843507955822389358575409976773176339726336,1217407322603580617718639661928447146045476962304,nfdisc,"-1607,6272,134856,-44008,-1907292,862192,6594424,-3744080,-9761833,6412256,7261296,-5341200,-2934094,2436808,649692,-644912,-70584,100544,1320,-9008,454,424,-40,-8,1"
24T5,0,8857267126222631209637291174258839287060253680028045241883314108966912824688900398205097923776316459896326067001984293284006804780573587447366624787884224349307946982464555941404318329929899283584744519957650851423140304290779036679267192064279120882734069886031387826458519208734415675836612684730597376,457836316842389919004706771611999134509616063760564224,nfdisc,"4276095556,-2340350112,13627306912,1033738368,8257338088,3258862944,291726752,400846080,-418385756,-185705664,106409320,23175744,-8376460,-314400,-461936,-189120,171937,11064,-17332,0,1120,-24,-44,0,1"
24T6,0,20239248738827123476928562937548630933856444225792754919610994227293153667109496345566803018680002788510611952046264065563105697670324086412308651964388973436399187636088018779643401510006712447037653247385633102586358683140096,1181755559764393150112168620002952746543087616,nfdisc,"16,0,0,0,0,0,0,0,51049185,0,0,0,0,0,0,0,38610,0,0,0,0,0,0,0,1"
24T7,0,641797836628119080026023494599830560200421264925059415257821290061692557050734014515908072220106801553201313561974079185123144333694395511843282556645575633119355221496037376,14238359205516782443416091706599777929,nfdisc,"5184,38880,68688,36936,278964,69606,175041,191079,83043,18414,101943,20088,11538,12306,6966,1920,1918,48,652,-36,105,-9,13,0,1"
24T7,0,13998648359152948265029062379989819916309094781139772066780299096366394230582638709111430447486998106588081519112754536439817665717743839534303816969314325910019370225207721282458858758864896000000,48440300802975619860301347588732379694401,nfdisc,"2047977,-9008370,16163703,-14598764,6214007,124551,-1892440,1166537,-163907,1855,36935,-143106,13519,35445,10622,-2550,-3196,-1809,425,238,75,-8,-9,-3,1"
24T7,24,20962274213785535185143683188238920526980607218786134416858348263790512744040797507584,14238359205516782443416091706599777929,nfdisc,"9,18,-414,-531,4671,4944,-23457,-21996,62158,53068,-93955,-72264,85556,56678,-48878,-25701,17935,6657,-4154,-932,569,60,-40,-1,1"
24T7,24,3878173992084249737181837996941554930940683361433299449754887689139418890776035414829407666176000000,1201368678463463241714833837971996935361,nfdisc,"16,184,-5868,16842,64829,-210356,-117798,795092,-338538,-1108564,1128782,407583,-1032121,254034,336648,-207733,-16548,42411,-6404,-3549,992,120,-53,-1,1"
24T16,0,40362752425158082971231498765819480818213758759165576382759670168366728782615654559049367058346834043065285592749929510897451008,16127027146960869390309335005242451828932608,nfdisc,"392,0,12544,0,151312,0,889280,0,2690996,0,4027520,0,2683288,0,944304,0,192404,0,23424,0,1672,0,64,0,1"
24T16,24,40362752425158082971231498765819480818213758759165576382759670168366728782615654559049367058346834043065285592749929510897451008,16127027146960869390309335005242451828932608,nfdisc,"392,0,-12544,0,151312,0,-889280,0,2690996,0,-4027520,0,2683288,0,-944304,0,192404,0,-23424,0,1672,0,-64,0,1"
24T17,0,1358627274419883480122952466209643107650308031642034473426778823563436127530399437292851164850709069824,6379216874865826608432098763086122450944,nfdisc,"9,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,1"
24T17,0,223452504976890807404987881629282991538009316388530654064829930871052633215303273104407868300703765598415537712138893131776000000000000,99675263669778540756751543173220663296,nfdisc,"576,0,-6912,0,36288,0,-103680,0,179568,0,-197856,0,143424,0,-69264,0,22140,0,-4536,0,558,0,-36,0,1"
24T17,12,1410235516631839369051064800878643893511232762206399091080935520553664518673220785375002763634173918808627566119911237398825142971674135261393977344,6379216874865826608432098763086122450944,nfdisc,"9,0,1080,0,-6156,0,-10944,0,35118,0,-2736,0,-21312,0,5184,0,3033,0,-504,0,-180,0,0,0,1"
24T17,24,83657680093270648163384280820816833729038752822058193489244665365767241201746507028361585285501123427549433537916664504444256256000000000000000000000000000000000000000000,20020715261336366787377400611983531240038411874074624,nfdisc,"140625,0,-1620000,0,6690600,0,-13650984,0,15808410,0,-11183184,0,5017356,0,-1446840,0,266517,0,-30528,0,2052,0,-72,0,1"
24T17,24,12689157600439730411646705196877157619932513640439054079709821528101303512441798031912446983171229420739459054574538819588095955312481960065356622882358085118741226724603826547219776123003700779155456000000000000,312823675958380731052771884562242675625600185532416,nfdisc,"2359296,0,-21233664,0,70336512,0,-117780480,0,113534208,0,-67070592,0,24980616,0,-5903712,0,875880,0,-79272,0,4122,0,-108,0,1"
24T17,24,1123490067516128958399594974957493124765802211953520396296859136426185603596835931197757105579985678118055926954343540169402381304183263671819727056945316191677135731617002389270414070472462895357647133732953949529932552572235323092762624,11301171826054178652260577316831614175316803584,nfdisc,"15944049,0,-869675400,0,3053351268,0,-4158725472,0,2820194190,0,-1087987824,0,256652568,0,-38390256,0,3672369,0,-220248,0,7812,0,-144,0,1"
24T18,0,270871645282133786484086459345849206335683943690180958973996952539448030658491976737130210486443046085473188664706688736303251456,78755763887232427264593811889952129024,nfdisc,"36,0,432,0,2484,0,1848,0,-2151,0,2208,0,7976,0,2592,0,-1578,0,-272,0,180,0,-24,0,1"
24T18,0,398672050924184422648737366388903845266349769019866679579453163436471141197365936861101296984183298991122756058371380963142865184031764381696,708801874985091845381344307009569161216,nfdisc,"256,0,4608,0,41472,0,-128128,0,179856,0,-157440,0,93440,0,-38016,0,10824,0,-2144,0,288,0,-24,0,1"
24T18,24,298582199174600802195078161355066294095523990966999572412661184214405518681249875805906037084162153775104000000000000,10561970993654308399280075833344000000000000,nfdisc,"1024,0,-294912,0,1757184,0,-4100096,0,4942080,0,-3514368,0,1584128,0,-470016,0,93024,0,-12160,0,1008,0,-48,0,1"
24T18,24,1055480676088705828880579130642891797076592103158374827293563218330452130259674469937472342178493163518554039600021504000000000000,75107349288208415283769428148224000000000000,nfdisc,"144,0,-6912,0,71712,0,-295680,0,607536,0,-704064,0,492392,0,-214272,0,58200,0,-9664,0,936,0,-48,0,1"
24T19,0,621627478468225978666794060575941580048956459074603196404945063673287151045923775830538253133898755457485490361479970023581822222336,19227481417781354312644973605945344,nfdisc,"226,2952,16920,35768,17154,-43956,-67764,-16416,35649,34708,12072,-5616,-16118,-10212,4572,7616,744,-2412,-768,408,216,-24,-24,0,1"
24T19,24,5208422661488041283984401166622561995438447655066012451960749533376699904581824480109235479647863715741884852798493624692025255123600085341522608713927470628854562816000000,159660499252299073707286834658081243136000000,nfdisc,"34488,240192,-277344,-6091488,-15669612,-2212920,37928160,30971916,-31816071,-40902516,9846900,24464916,921888,-7935012,-1442124,1460028,402642,-149796,-53292,7812,3564,-156,-108,0,1"
24T20,12,56854182436961849060508834951879680888033627398112675240818369331747237244667670326760552993497529557149037090105270753617908556118746976876035154330602564275777771764869055057030989260704934990361481811843906434397669114771139721252067253336078131457425408,2478321035671016623544034645776432358318329280069632,nfdisc,"-23476126,35181248,69953792,-104894960,138272948,-411733408,243346976,70351296,34932213,94250240,-136044200,-33962336,56764908,4087616,-11401192,-108224,1344340,-16832,-98152,1424,4336,-32,-104,0,1"
24T20,24,88918101220597153223293637044271766069075332399728576178865780987745367682442276585505032529920428027888253711316928868426761558286475605495476927533811177225178175630360263409128638077510094155360840122589209545419717079099155550648283996512009593715622858680658683000406954475520000000000000000000000000000000000000000000000,31896084374329133042160493815430612254720000000000000000000000,nfdisc,"38930477679388800,0,-23381779874227200,0,6257438784691200,0,-985054710297600,0,101405884197600,0,-7177519641600,0,357409125600,0,-12588834240,0,310656690,0,-5229360,0,56940,0,-360,0,1"
24T21,4,37620092133109146213743230805105149674893769014461860663408140458871750656,9354238358105289311446368256,nfdisc,"1,0,0,0,-10,0,0,0,-27,0,0,0,-18,0,0,0,-38,0,0,0,8,0,0,0,1"
24T21,24,63449365949928496366766447407927726195907854214930132306398471493827289620502382733212896886835914654244710324895744,52416360000660903990283020401343742345216,nfdisc,"3844,0,-61504,0,366048,0,-1040476,0,1601753,0,-1439294,0,800484,0,-285462,0,66090,0,-9826,0,900,0,-46,0,1"
24T22,2,554503854477779230372301592934367576287011240397380472162387471236268032,350394144483487917549388646907,nfdisc,"1,-3,9,-18,27,-18,-4,60,-153,279,-405,519,-579,519,-405,279,-153,60,-4,-18,27,-18,9,-3,1"
24T22,24,262102310779844310421252872570633235284200375915051595306784005460060680293860669211928781811190246724355628775590404731152916599274284227330712797184,3250899544896744174856962046804471852468833091584,nfdisc,"864,0,-17280,0,133344,0,-535360,0,1241172,0,-1719648,0,1418280,0,-677952,0,182178,0,-26400,0,1980,0,-72,0,1"
24T23,4,153015104581251586138847365878160072485359826819465069513726095960117070972705570816,708801874985091845381344307009569161216,nfdisc,"1,0,0,0,0,0,20,0,0,0,0,0,-196,0,0,0,0,0,-20,0,0,0,0,0,1"
24T23,24,1184142008053892901428213739572541382562342910211749184950487575190337963998725757452578528433949060050085478400000000000000,432618331900080472034511906133770240000000000,nfdisc,"400,0,-11520,0,91872,0,-331520,0,636912,0,-715200,0,493976,0,-214272,0,58200,0,-9664,0,936,0,-48,0,1"
24T24,0,228799480404270074528412866920136594340783811497119333087291640027707814677535068558385971304105863891771158466057327345664,10815458297502011800862797653344256,nfdisc,"208,2304,11520,35392,69732,70416,-14228,-121488,-102951,34524,109056,49608,-23564,-23316,5904,10880,549,-3276,-960,456,234,-24,-24,0,1"
24T24,4,890508025116896758940935808147979116358672892517114500218121154285455482886856613298176,173047332760032188813804762453508096,nfdisc,"1,0,0,0,0,0,40,0,0,0,0,0,-190,0,0,0,0,0,-40,0,0,0,0,0,1"
24T24,24,13229289939114230581847882271200548616842310255920088353085826342897117937287558888003519903522091863137585972313661935164832744867552393948091200377060327424000000000000,155918456301073314167272299470782464000000000000,nfdisc,"2304,0,-93312,0,794448,0,-2989008,0,5959089,0,-6666300,0,4189374,0,-1450548,0,285003,0,-32436,0,2106,0,-72,0,1"
24T24,24,169456574187891284777731637822020189011340946559997392923208714012352715795387799759109068566034888054966484206783307944691383276047691754516909771720071122478217835616989620117438464000000000000,2494695300817173026676356791532519424000000000000,nfdisc,"-1375479,1149876,15471324,-3593808,-64542366,-18661428,116096544,72809496,-95939154,-91728936,31340304,53237088,1399428,-15360516,-3134052,2300904,738450,-179172,-78444,6768,4212,-96,-108,0,1"
24T25,0,184875027362556326652697489924667765710408683794778135319647234390306083980094229952663280134519095558144000000000000000000000000,177200468746272961345336076752392290304,nfdisc,"3844,0,-18864,0,56316,0,-66248,0,47385,0,-33696,0,25272,0,-14688,0,5814,0,-1520,0,252,0,-24,0,1"
24T25,4,782567061634839078387517450813529312880180390732087446665731668680114176,708801874985091845381344307009569161216,nfdisc,"1,0,0,0,0,0,-20,0,0,0,0,0,-60,0,0,0,0,0,-20,0,0,0,0,0,1"
24T25,24,2184487068445509258407292039909158054319992533612620501038801136723324279531068025135193390378195757337898835656513294447121793024,153651133210637933536892940918921763995254784,nfdisc,"4,0,-600,0,14460,0,-96608,0,285921,0,-433632,0,361740,0,-176112,0,51522,0,-9032,0,912,0,-48,0,1"
